Id_cliente,churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_de_contato,servico_telefonico,varias_linhas_telefonicas,tipo_de_internet,seguraca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv_por_streaming,filmes_por_streaming,tipo_de_contrato,fatura_digital,forma_de_pagamento,gasto_mensal,gasto_total,contas_diarias
4770-QAZXN,No,Feminino,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cartão de crédito (automático),19.45,232.1,0.5951282051282051
4770-UEZOX,No,Masculino,No,No,No,2,Yes,No,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,74.75,144.8,2.4133333333333336
4774-HHGGS,No,Masculino,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,19.05,637.55,0.7083888888888888
4776-XSKYQ,No,Feminino,No,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Um ano,No,Cartão de crédito (automático),30.25,368.85,1.0245833333333334
4778-IZARL,No,Masculino,No,Yes,No,63,Yes,No,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),110.1,6705.7,3.547989417989418
4779-ZGICK,No,Masculino,No,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,23.55,1173.35,0.8148263888888888
4781-ZXYGU,No,Masculino,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Transferência bancária (automática),20.15,20.15,0.6716666666666666
4782-OSFXZ,No,Feminino,Yes,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Dois anos,Yes,Transferência bancária (automática),82.7,5831.2,2.7376525821596243
4785-FCIFB,No,Feminino,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,24.4,1417.9,0.774808743169399
4785-NKHCX,No,Masculino,Yes,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Transferência bancária (automática),20.05,94.15,0.6276666666666667
4785-QRJHC,Yes,Masculino,Yes,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Um ano,Yes,Transferência bancária (automática),59.9,2816.65,2.0410507246376812
4786-UKSNZ,Yes,Masculino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.2,20.2,0.6733333333333333
4789-KWMXN,Yes,Masculino,No,Yes,No,47,Yes,Yes,Fibra óptica,Yes,No,Yes,Yes,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),110.85,5275.8,3.7417021276595746
4791-QRGMF,Yes,Masculino,No,Yes,No,59,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),99.5,5961.1,3.367853107344633
4795-KTRTH,Yes,Feminino,Yes,Yes,No,5,Yes,Yes,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,81.0,371.65,2.4776666666666665
4795-UXVCJ,No,Masculino,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,No,Cartão de crédito (automático),19.8,457.3,0.5862820512820512
4795-WRNVT,No,Feminino,No,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Mês a mês,No,Cheque enviado,65.1,2586.0,2.155
4797-AXPXK,Yes,Feminino,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Mês a mês,Yes,Cheque eletrônico,60.0,60.0,2.0
4797-MIWUM,No,Masculino,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Transferência bancária (automática),20.25,174.7,0.8319047619047618
4800-CZMPC,Yes,Feminino,No,Yes,Yes,48,Yes,Yes,Fibra óptica,Yes,Yes,No,No,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),103.25,5037.55,3.498298611111111
4800-VHZKI,Yes,Feminino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,19.9,19.9,0.6633333333333333
4801-JZAZL,No,Feminino,No,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,29.6,346.45,1.0498484848484848
4801-KFYKL,No,Masculino,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Transferência bancária (automática),19.45,159.2,0.6633333333333333
4803-AXVYP,Yes,Feminino,Yes,No,No,38,Yes,Yes,Fibra óptica,No,No,No,Yes,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,99.55,3734.25,3.275657894736842
4803-LBYPN,No,Masculino,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.8,635.9,0.6234313725490196
4804-NCPET,No,Masculino,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,20.2,387.4,0.6796491228070175
4806-DXQCE,No,Feminino,Yes,Yes,No,70,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Cheque eletrônico,113.65,7714.65,3.6736428571428568
4806-HIPDW,Yes,Feminino,No,Yes,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,68.95,68.95,2.2983333333333333
4806-KEXQR,Yes,Masculino,No,No,No,4,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,79.9,324.3,2.7025
4807-IZYOZ,No,Feminino,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),20.65,1020.75,0.667156862745098
4808-YNLEU,No,Feminino,No,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,Um ano,Yes,Transferência bancária (automática),62.15,2215.45,2.1099523809523806
4811-JBUVU,No,Masculino,No,No,No,30,Yes,Yes,Fibra óptica,No,No,No,Yes,No,Yes,Mês a mês,Yes,Cartão de crédito (automático),89.9,2723.15,3.0257222222222224
4813-HQMGZ,No,Feminino,No,Yes,No,8,Yes,Yes,Fibra óptica,No,No,No,Yes,No,Yes,Mês a mês,Yes,Cheque eletrônico,90.25,743.75,3.0989583333333335
4815-GBTCD,No,Feminino,No,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,25.15,99.95,0.8329166666666666
4815-TUMEQ,No,Feminino,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,Yes,Cheque enviado,19.3,185.2,0.6173333333333333
4815-YOSUK,No,Masculino,No,Yes,Yes,72,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,No,Yes,Um ano,Yes,Cartão de crédito (automático),104.9,7537.5,3.4895833333333335
4816-JBHOV,Yes,Masculino,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,44.7,93.7,1.5616666666666668
4816-LXZYW,Yes,Feminino,No,No,No,23,Yes,Yes,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,79.15,1676.95,2.43036231884058
4816-OKWNX,No,Masculino,No,Yes,Yes,50,Yes,No,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Um ano,Yes,Transferência bancária (automática),103.4,5236.4,3.490933333333333
4817-KEQSP,No,Feminino,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),19.85,1326.35,0.6226995305164319
4817-QRJSX,Yes,Feminino,No,No,No,10,Yes,Yes,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Cartão de crédito (automático),81.0,818.05,2.726833333333333
4817-VYYWS,Yes,Feminino,No,No,No,30,Yes,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,100.2,2983.8,3.3153333333333337
4818-DRBQT,Yes,Masculino,No,Yes,No,29,Yes,Yes,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),80.15,2265.25,2.6037356321839082
4818-QIUFN,Yes,Feminino,Yes,No,No,20,Yes,Yes,Fibra óptica,Yes,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,79.15,1520.9,2.5348333333333333
4819-HJPIW,No,Masculino,No,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Mês a mês,No,Cheque enviado,25.15,476.8,0.882962962962963
4821-SJHJV,No,Feminino,No,Yes,Yes,32,Yes,Yes,Fibra óptica,Yes,No,No,No,Yes,No,Mês a mês,No,Cheque eletrônico,89.6,2901.8,3.0227083333333336
4821-WQOYN,No,Feminino,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Cartão de crédito (automático),20.1,1326.25,0.6140046296296297
4822-LPTYJ,No,Masculino,No,Yes,No,72,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),103.75,7346.2,3.4010185185185184
4822-NGOCH,Yes,Feminino,No,No,No,13,Yes,Yes,Fibra óptica,No,Yes,Yes,No,No,No,Mês a mês,Yes,Cheque eletrônico,84.45,1058.6,2.714358974358974
4822-RVYBB,Yes,Masculino,Yes,No,No,8,Yes,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,100.6,819.4,3.4141666666666666
4822-YCXMX,Yes,Masculino,No,No,No,25,Yes,Yes,Fibra óptica,No,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,84.8,2043.45,2.7246
4824-GUCBY,No,Feminino,Yes,No,No,22,Yes,No,Fibra óptica,Yes,Yes,No,No,No,No,Mês a mês,No,Cheque eletrônico,81.7,1820.9,2.7589393939393942
4825-FUREZ,No,Masculino,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque eletrônico,20.25,835.5,0.6630952380952381
4825-XJGDM,No,Feminino,No,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Um ano,No,Cartão de crédito (automático),43.7,2696.55,1.4735245901639344
4826-DXMUP,No,Masculino,No,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Um ano,Yes,Cheque enviado,72.1,2495.15,2.3763333333333336
4826-TZEVA,No,Feminino,No,No,No,40,Yes,No,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,No,Cartão de crédito (automático),74.8,2971.7,2.4764166666666667
4826-XTSOH,Yes,Masculino,Yes,Yes,No,1,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,86.05,86.05,2.868333333333333
4827-DPADN,No,Feminino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),83.3,6042.7,2.797546296296296
4827-LTQRJ,No,Feminino,Yes,Yes,Yes,66,Yes,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,Yes,Um ano,Yes,Cartão de crédito (automático),110.6,7210.85,3.6418434343434347
4827-USJHP,No,Masculino,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Mês a mês,Yes,Cheque enviado,51.8,1023.85,1.7064166666666667
4828-FAZPK,No,Feminino,No,Yes,Yes,16,Yes,Yes,Fibra óptica,No,Yes,No,No,No,No,Mês a mês,Yes,Cartão de crédito (automático),79.95,1267.95,2.6415625
4829-AUOAX,Yes,Feminino,No,No,No,46,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,No,Transferência bancária (automática),96.05,4399.5,3.1880434782608695
4829-ZLJTK,No,Feminino,Yes,Yes,No,72,Yes,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Dois anos,Yes,Cheque eletrônico,112.4,8046.85,3.7253935185185187
4830-FAXFM,No,Masculino,No,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cartão de crédito (automático),24.1,439.2,0.7705263157894736
4831-EOBFE,Yes,Masculino,No,Yes,Yes,29,Yes,No,Fibra óptica,Yes,No,No,No,Yes,Yes,Mês a mês,No,Cartão de crédito (automático),94.65,2649.15,3.045
4832-VRBMR,No,Masculino,Yes,Yes,No,65,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Um ano,Yes,Transferência bancária (automática),103.15,6792.45,3.483307692307692
4833-QTJNO,No,Masculino,Yes,Yes,No,67,Yes,Yes,Fibra óptica,Yes,Yes,No,No,No,No,Mês a mês,No,Transferência bancária (automática),83.85,5588.8,2.780497512437811
4835-YSJMR,No,Masculino,No,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Dois anos,Yes,Transferência bancária (automática),49.8,1971.15,1.6847435897435898
4836-WNFNO,No,Feminino,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),25.0,1849.2,0.8561111111111112
4837-PZTIC,No,Feminino,No,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Dois anos,No,Cheque enviado,41.9,1875.25,1.3299645390070922
4837-QUSFT,No,Feminino,No,Yes,No,65,Yes,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,No,Um ano,Yes,Transferência bancária (automática),100.15,6643.5,3.4069230769230767
4840-ORQXB,No,Feminino,Yes,No,No,56,Yes,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mês a mês,No,Cheque eletrônico,104.75,5841.35,3.4769940476190477
4844-JJWUY,Yes,Feminino,Yes,No,No,1,Yes,No,Fibra óptica,No,Yes,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,86.0,86.0,2.8666666666666667
4846-WHAFZ,Yes,Feminino,Yes,Yes,No,37,Yes,Yes,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,76.5,2868.15,2.583918918918919
4847-QNOKA,Yes,Feminino,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),44.9,44.9,1.4966666666666666
4847-TAJYI,No,Feminino,Yes,No,No,6,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,89.35,567.8,3.154444444444444
4849-PYRLQ,No,Feminino,Yes,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Dois anos,No,Transferência bancária (automática),73.25,4054.2,2.4132142857142855
4851-BQDNX,No,Masculino,No,Yes,Yes,40,Yes,No,Fibra óptica,No,No,Yes,No,Yes,No,Um ano,Yes,Cheque eletrônico,85.05,3355.65,2.7963750000000003
4853-OITSN,No,Masculino,No,Yes,No,5,Yes,Yes,Fibra óptica,Yes,No,No,No,No,Yes,Mês a mês,Yes,Cheque eletrônico,89.15,413.25,2.755
4853-RULSV,Yes,Masculino,No,No,No,70,Yes,Yes,Fibra óptica,Yes,No,No,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),104.0,7250.15,3.452452380952381
4854-CIDCF,No,Feminino,Yes,No,No,3,Yes,No,Fibra óptica,No,No,Yes,No,No,No,Mês a mês,No,Cheque eletrônico,73.85,196.4,2.1822222222222223
4854-SSLTN,No,Masculino,No,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Dois anos,No,Cheque enviado,59.5,130.5,2.175
4855-SNKMY,Yes,Feminino,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,44.1,44.1,1.47
4859-ZSRDZ,No,Feminino,No,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Dois anos,Yes,Cartão de crédito (automático),55.5,3166.9,1.8200574712643678
4860-IJUDE,No,Masculino,No,No,No,13,Yes,No,Fibra óptica,Yes,No,No,No,No,No,Mês a mês,Yes,Cartão de crédito (automático),73.75,956.65,2.452948717948718
4860-YZGZM,No,Masculino,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque eletrônico,20.0,185.4,0.618
4868-AADLV,No,Masculino,Yes,Yes,Yes,66,Yes,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Um ano,Yes,Cheque eletrônico,116.25,7862.25,3.970833333333333
4869-EPIUS,No,Masculino,No,Yes,No,56,Yes,No,Fibra óptica,No,No,No,No,No,Yes,Um ano,Yes,Cheque eletrônico,80.9,4557.5,2.712797619047619
4871-JTKJF,Yes,Feminino,Yes,No,No,1,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Cheque eletrônico,69.65,69.65,2.3216666666666668
4872-JCVCA,No,Feminino,No,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Dois anos,Yes,Transferência bancária (automática),47.6,3377.8,1.5858215962441315
4872-VXRIL,No,Masculino,No,No,No,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Um ano,Yes,Transferência bancária (automática),64.65,3665.55,2.1818750000000002
4873-ILOLJ,Yes,Masculino,No,No,No,24,Yes,No,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,90.35,2238.5,3.109027777777778
4877-EVATK,Yes,Masculino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,20.0,20.0,0.6666666666666666
4877-TSOFF,No,Feminino,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Um ano,Yes,Transferência bancária (automática),75.75,4264.25,2.5843939393939395
4878-BUNFV,No,Masculino,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cheque enviado,20.7,828.85,0.6578174603174604
4879-GZLFH,No,Feminino,No,Yes,Yes,42,Yes,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,92.15,3875.4,3.0757142857142856
4881-GQJTW,No,Masculino,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cartão de crédito (automático),19.6,300.4,0.7152380952380952
4881-JVQOD,No,Masculino,Yes,Yes,Yes,10,No,No phone service,DSL,No,No,No,No,No,Yes,Mês a mês,Yes,Transferência bancária (automática),34.55,362.6,1.2086666666666668
4883-KCPZJ,No,Feminino,No,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Cartão de crédito (automático),25.25,555.4,0.8415151515151514
4883-QICIH,Yes,Masculino,No,Yes,Yes,32,Yes,No,Fibra óptica,No,No,No,No,No,No,Mês a mês,Yes,Transferência bancária (automática),69.75,2347.9,2.4457291666666667
4884-LEVMQ,No,Masculino,No,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,Yes,Transferência bancária (automática),20.45,790.0,0.6752136752136753
4884-TVUQF,No,Feminino,Yes,No,No,57,Yes,Yes,Fibra óptica,Yes,No,Yes,Yes,No,Yes,Dois anos,No,Cartão de crédito (automático),101.3,5779.6,3.3798830409356726
4884-ZTHVF,No,Feminino,Yes,No,No,8,Yes,No,Fibra óptica,No,Yes,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,87.1,713.6,2.9733333333333336
4890-VMUAV,No,Masculino,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Um ano,No,Cheque eletrônico,71.5,4576.3,2.4213227513227515
4891-NLUBA,No,Feminino,No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Dois anos,Yes,Transferência bancária (automática),61.45,3751.15,2.049808743169399
4892-VLANZ,Yes,Masculino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.8,19.8,0.66
4893-GYUJU,No,Feminino,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Um ano,Yes,Cheque enviado,19.35,1033.0,0.6886666666666666
4895-TMWIR,Yes,Masculino,Yes,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.95,214.75,0.6507575757575758
4896-CPRPF,No,Masculino,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dois anos,No,Transferência bancária (automática),25.45,809.25,0.7707142857142857
4897-QSUYC,Yes,Feminino,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,Yes,Cheque enviado,20.15,20.15,0.6716666666666666
4900-MSOMT,No,Feminino,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Dois anos,No,Transferência bancária (automática),80.2,5714.2,2.645462962962963
4902-OHLSK,Yes,Feminino,Yes,No,No,29,Yes,Yes,Fibra óptica,No,No,No,Yes,Yes,Yes,Mês a mês,No,Cheque eletrônico,98.65,2862.75,3.2905172413793102
4903-CNOZC,No,Masculino,No,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Um ano,No,Cartão de crédito (automático),70.9,1964.6,2.25816091954023
4903-UYAVB,Yes,Masculino,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mês a mês,No,Cheque enviado,19.35,126.05,0.8403333333333333
4905-JEFDW,Yes,Masculino,No,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,Um ano,Yes,Cheque eletrônico,41.6,470.6,1.426060606060606
4906-ZHGPK,No,Masculino,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Um ano,Yes,Cheque eletrônico,70.7,3770.0,2.3271604938271606
4908-XAXAY,No,Feminino,Yes,No,No,49,Yes,No,Fibra óptica,No,Yes,Yes,No,No,Yes,Um ano,Yes,Transferência bancária (automática),89.85,4287.2,2.9164625850340133
4909-JOUPP,No,Masculino,Yes,Yes,No,72,Yes,Yes,Fibra óptica,No,Yes,Yes,Yes,Yes,Yes,Dois anos,No,Cartão de crédito (automático),109.7,7898.45,3.656689814814815
4910-AQFFX,Yes,Masculino,No,Yes,Yes,9,Yes,Yes,Fibra óptica,No,No,Yes,No,No,No,Mês a mês,Yes,Transferência bancária (automática),79.35,661.25,2.449074074074074
4910-GMJOT,Yes,Feminino,No,No,No,1,Yes,Yes,Fibra óptica,No,No,No,No,Yes,Yes,Mês a mês,Yes,Cheque eletrônico,94.6,94.6,3.1533333333333333
4911-BANWH,Yes,Feminino,No,No,Yes,31,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cartão de crédito (automático),86.55,2697.4,2.9004301075268817
4912-PIGUY,No,Feminino,No,No,No,1,Yes,Yes,Fibra óptica,No,No,No,No,Yes,No,Mês a mês,Yes,Cheque eletrônico,84.6,84.6,2.82
